PolicyRef,Agent Code,InceptionDate,ProductClass,syspolicytype,Claim,Claim Dates
59583ACOJ,SS68JG,17-Nov-22,Non Marine,OM,161411.7428,06-Dec-22
59670FCEE,CH73MX,01-Jul-22,Aviation,OM,128424.688,19-Aug-22
59675DHTU,TZ83BF,01-Jan-21,Infra,OM,102470.5836,06-Jun-21
59686LNYN,BN84FC,30-Apr-22,Non Marine,OM,48914.1324,19-Jul-22
59698XCJN,WO89QX,25-Oct-22,Non Marine,OM,104926.5126,19-Nov-22
59714RNMM,SV90VP,01-Dec-21,Const,OM,88713.7944,08-Mar-22
59725EKCH,RP72WX,01-Nov-22,Energy,OM,61037.291,23-Nov-22
59746EMGK,IT70SF,28-Jun-21,Infra,OM,68598.1478,31-Aug-21
59804REIH,KL80RP,16-Nov-22,Aviation,OM,143108.3808,23-Nov-22
59811FDCK,ET71BP,26-Jul-22,Non Marine,OM,104645.5564,16-Oct-22
59868TYDR,DE76BP,01-Nov-22,Property,OM,115445.2152,28-Nov-22
59890BZBZ,JD87IE,01-Mar-22,Non Marine,OM,55269.305,24-Apr-22
59904IBEQ,MV65XP,01-Apr-21,Retail,OM,52869.5104,22-Sep-21
59908ECAW,RY67XF,01-Jan-21,Property,OM,98578.1706,14-Aug-21
59908LTNA,IO70GF,01-Nov-22,Non Marine,OM,182329.833,21-Nov-22
59929BOVW,ET71BP,31-May-21,Non Marine,OM,173094.754,24-Jan-22
59932KTUF,DC65VH,03-May-21,Const,OM,127004.5014,03-Sep-21
59954WTRB,DL87BQ,01-Jan-22,Retail,OM,176595.1278,19-Feb-22
59955GMLW,XH74VU,31-Oct-21,Property,OM,116296.9038,11-Feb-22
60002JHEJ,CH84ZZ,01-Aug-21,Non Marine,OM,57269.9358,17-Mar-22
60006JTVM,QW76IM,30-Apr-21,Non Marine,OM,111840.5008,19-Aug-21
60042TJPY,QG76HF,01-Nov-21,Retail,OM,161518.357,01-Feb-22
60103NYYP,ZP90RU,21-Jun-21,Non Marine,OM,114931.95,10-Dec-21
60111ESOD,MJ78KO,15-Jun-22,Non Marine,BON,60259.906,06-Aug-22
60126LDNT,HU70TU,01-Jul-21,Non Marine,OM,26483.716,05-Feb-22
60134JPLL,JR72BF,01-Jun-21,Non Marine,OM,123159.1872,15-Dec-21
60136GZSG,UB69OU,16-Nov-21,Non Marine,OM,80524.0128,16-Feb-22
60140RIIH,TV83KJ,01-Jan-21,Non Marine,PRT,88330.8888,09-Aug-21
60162ITTA,PJ82UD,01-Jan-21,Casualty,ELT,184031.407,18-Mar-21
60217XVXS,AG70MF,01-Apr-22,Non Marine,OM,53105.1416,15-Jun-22
60224BOEC,IU75CF,10-May-21,Casualty,OM,106341.613,22-Oct-21
60312AEEU,GP73DN,01-Apr-21,Non Marine,OM,54061.8764,06-Dec-21
60319UVSO,XE86BH,01-Nov-21,Property,OM,118731.7236,17-Mar-22
60320IYKW,PX87ZF,01-Jan-21,Energy,OM,50028.5688,16-Mar-21
60371NGKZ,XF90SP,04-Jan-21,Non Marine,OM,126728.2884,03-May-21
60439EVKT,FG75PT,01-Aug-22,Property,OM,131218.864,27-Oct-22
60494RWLI,VY66FM,01-Jan-22,Casualty,OM,89133.0972,18-Mar-22
60500JPQC,TJ72CM,29-Jan-21,Const,OM,162950.137,10-May-21
60500MBTK,GG78VC,21-Aug-21,Property,OM,107678.088,26-Jan-22
60575XSZB,RL87FF,19-Jun-22,Casualty,OM,85420.0536,20-Jul-22
60587CGPE,ZM83XK,01-Apr-22,Retail,OM,54837.3504,15-Jun-22
60602OKWV,HQ81VM,10-Nov-21,Property,OM,173468.5848,05-Apr-22
60605DHIJ,NV79IT,01-Nov-21,Non Marine,OM,45176.5692,01-Feb-22
60700MESC,IR69KP,01-Jun-22,Const,OM,15240.96,09-Jul-22
60715ACKU,OD71GG,01-Apr-21,Non Marine,ELT,160606.9374,02-Oct-21
60722JDIG,JE73SU,01-Mar-21,Casualty,OM,130763.262,04-Jun-21
60737RFFO,TT89WN,01-Oct-21,Property,OM,110137.2216,07-Apr-22
60741UNJP,TI87NG,01-Jan-22,Infra,OM,160239.9764,15-Mar-22
60787ISAB,JP83VH,31-Dec-21,Aviation,OM,63174.2202,23-Jul-22
60810UOSV,FV67BK,01-Apr-22,Retail,OM,33788.7928,18-Jun-22
60829GZWR,PB83IT,20-Sep-22,Retail,OM,131552.456,24-Sep-22
60858MNJA,PF80WK,13-Mar-21,Const,OM,47582.8416,08-Jul-21
60866XLJY,RG73WB,01-Jan-21,Retail,OM,39125.9414,27-Mar-21
60906FWJY,IN72RS,12-Oct-22,Infra,OM,54751.1692,22-Oct-22
60911FDXB,DB76PZ,01-Apr-21,Retail,OM,25087.02,06-Nov-21
60916QDAJ,VK81IW,01-Nov-21,Const,OM,15375.7296,05-May-22
60942CRVB,HR90RW,01-Jan-22,Non Marine,OM,77601.2804,02-Mar-22
60946IEVJ,BP76EO,01-Jul-22,Const,OM,120922.9056,19-Sep-22
60952AORS,AF77ZT,18-Dec-21,Const,OM,14662.9756,08-Feb-22
60979FPYY,CH84ZZ,01-Mar-21,Non Marine,OM,72870.0168,30-Oct-21
60992BJMR,YH65KW,11-Jan-22,Non Marine,OM,177878.428,04-Mar-22
61002DOKM,ZP90RU,30-Nov-21,Non Marine,OM,90933.9354,05-Jun-22
61060WNKD,JC66FK,14-Jul-22,Const,OM,111899.3792,07-Oct-22
61062SNUM,RK72IP,30-Sep-22,Const,OM,64773.394,08-Nov-22
61083EZAJ,XV69HB,21-May-21,Const,OM,173743.8472,01-Oct-21
61099UWCR,ZW67OZ,15-May-21,Non Marine,OM,11269.363,14-Nov-21
61117TGGI,FZ70KU,01-Feb-21,Non Marine,OM,66476.4086,02-Jun-21
61131HOUG,LV70JH,01-Nov-21,Non Marine,OM,128305.0692,14-Jan-22
61139SEUQ,ZM83XK,14-Nov-21,Const,OM,189673.218,31-Dec-21
61170JZAC,ZS87QX,19-Mar-22,Non Marine,OM,71954.883,03-Jun-22
61182YUWQ,LY90UM,30-Jun-22,Non Marine,OM,49039.6998,17-Aug-22
61197OTTZ,TK70BZ,20-May-22,Property,OM,67167.926,07-Aug-22
61206RLXI,DY87XW,09-Aug-22,Aviation,OM,88790.793,24-Sep-22
61229FTLX,GD65BN,01-Jan-22,Const,OM,38859.5774,27-Mar-22
61231BZJX,QE81FR,08-Aug-22,Retail,OM,77750.5344,16-Oct-22
61235OTYP,SD72ZX,29-Oct-21,Infra,OM,110249.6472,02-Jun-22
61243TUWU,ZE69JG,01-Nov-21,Property,OM,178554.6868,22-Jan-22
61263UYUI,VM73YS,01-Oct-21,Non Marine,OM,33227.8212,29-Nov-21
61299OXNI,AV72OM,01-Apr-22,Non Marine,ELT,22120.7756,20-Jun-22
61303MPRQ,HI81EO,01-Jan-22,Non Marine,BON,176977.955,17-Feb-22
61392RGAS,HI81EO,01-Jun-22,Non Marine,BON,85964.571,21-Jul-22
61429DJCH,TM67DP,01-May-22,Non Marine,OM,51560.3088,04-Jul-22
61435KEPH,HV68LY,01-Jan-21,Non Marine,OM,71263.2774,25-Jul-21
61440OWEB,OG88WN,01-Jan-22,Non Marine,OM,176541.8256,25-Feb-22
61443OEKP,QL84CK,01-Apr-21,Non Marine,OM,166479.5286,14-Sep-21
61472VMCF,XY67XZ,15-Apr-22,Non Marine,OM,173204.2984,20-May-22
61480BWIC,QO84KD,01-Jul-21,Non Marine,PRT,141170.7542,29-Dec-21
61503VTTD,FT72DR,01-Jul-21,Const,OM,52935.0528,25-Oct-21
61513PVEB,OC84KI,31-Mar-22,Non Marine,OM,82246.8626,15-May-22
61563ZHYY,IL83HZ,01-Mar-22,Property,OM,64866.1608,12-May-22
61579GHOB,SX76PO,01-Jun-22,Non Marine,OM,32560.9018,06-Aug-22
61608WRPR,GI84MR,01-Oct-21,Non Marine,OM,91913.6512,30-Nov-21
61621SREZ,OS78TO,01-Jan-21,Casualty,OM,97466.6056,04-Apr-21
61636FXKR,MJ78KO,01-Jul-22,Non Marine,BON,127089.5164,15-Aug-22
61647SYQD,XH71KP,04-Sep-21,Property,OM,116655.4368,06-Apr-22
61668KAQZ,ER81KZ,01-Mar-22,Non Marine,OM,164282.202,09-May-22
61691HAWC,AR74TD,09-Nov-22,Const,OM,166181.9418,27-Nov-22
61691THIL,TL66VH,01-Jul-22,Non Marine,PRT,126564.795,10-Aug-22
61695DPZI,NN84BV,19-May-21,Retail,OM,146819.9348,31-Aug-21
61716QPYD,RP71GW,01-Jun-21,Non Marine,BON,83621.93,28-Oct-21
61744CVMR,SA75HH,11-May-22,Infra,OM,56938.0882,25-Jun-22
61758XALC,NV79IT,01-Jun-21,Non Marine,OM,99548.106,31-Jul-21
61784PEMZ,PX87ZF,01-May-22,Retail,OM,72331.7028,08-Jul-22
61790REIF,QA68JH,01-Nov-22,Non Marine,OM,131658.296,05-Nov-22
61811OBNR,RU83ZJ,31-Mar-22,Non Marine,OM,122378.235,07-Jun-22
61815QTKR,IL83HZ,28-Nov-22,Property,OM,46023.936,03-Dec-22
61820TLGO,KA86HN,01-Mar-21,Casualty,OM,99671.6154,09-Jun-21
61825LEWL,TF89MK,21-Jun-22,Non Marine,OM,139468.504,05-Sep-22
61861SUTQ,IR69KP,01-Jul-21,Const,OM,63656.7624,25-Aug-21
61870EMLD,KB79ZX,01-Jan-21,Non Marine,ELT,99246.4424,24-Jun-21
61913CZCF,PN79AD,01-Jan-21,Aero,OM,173877.8034,17-Jun-21
61918TKEZ,ZP90RU,08-Aug-22,Non Marine,OM,135497.0736,06-Oct-22
61922UEKW,HI81EO,01-Jan-22,Non Marine,BON,177242.7804,04-Mar-22
61968FVHT,QW76IM,01-Aug-22,Casualty,OM,146007.6912,17-Sep-22
61997SUGJ,TZ83BF,07-Jan-21,Infra,OM,153147.5792,22-Apr-21
62003NRYI,BR83VF,01-Mar-21,Const,OM,41430.0096,28-Jul-21
62007OYNP,IC66FN,01-Jul-22,Const,OM,180058.9182,13-Sep-22
62020FBBG,RY90YT,01-Nov-22,Non Marine,OM,40808.1408,15-Nov-22
62072GHPK,NY67PR,01-Jun-21,Aviation,OM,134672.5016,27-Sep-21
62088NSHE,RM71AS,15-Mar-21,Non Marine,OM,179209.5228,23-Jun-21
62137HCBZ,LG90WL,31-Dec-21,Infra,OM,46537.1424,25-Jun-22
62193NLYF,LN72EY,01-Jul-21,Property,OM,81256.5628,04-Nov-21
62197OARM,QW76IM,01-Apr-22,Casualty,OM,112802.753,05-Jun-22
62199KAOZ,WF70LL,30-Jun-21,Property,OM,54107.9756,15-Oct-21
62204FSJF,PW72IK,25-Mar-22,Retail,OM,68049.1616,06-May-22
62212DABN,EA88DM,31-Mar-21,Non Marine,BON,163891.0448,20-Sep-21
62215RXAA,FB80NS,01-May-21,Non Marine,OM,181856.199,11-Oct-21
62227URZI,LS70IA,01-Jan-22,Accident,BON,162217.6752,05-Mar-22
62245HIDJ,WV81FF,28-Jun-22,Retail,OM,23806.3952,14-Sep-22
62250AVJY,IU71VO,30-Jun-21,Energy,OM,43463.0196,01-Nov-21
62305WONR,TM67DP,31-Dec-21,Non Marine,OM,97770.7094,31-Aug-22
62322YSEP,PJ82UD,01-Jan-21,Non Marine,ELT,30879.8,22-Mar-21
62339WIWH,YF82DI,30-Jun-22,Non Marine,OM,46374.4918,05-Aug-22
62346EINS,EU72JD,11-Feb-21,Property,OM,179035.857,02-Jun-21
62366RYFA,TE89XS,24-May-21,Infra,OM,41938.9824,01-Sep-21
62368FSFQ,WM68BF,12-Nov-21,Infra,OM,136799.376,18-Dec-21
62399XKEZ,BL71KI,01-Sep-22,Accident,ELT,61233.8496,06-Nov-22
62461HBGH,OE87ND,03-Dec-21,Non Marine,OM,62707.0052,03-Apr-22
62502YIFW,FT66HU,29-Jul-22,Non Marine,OM,137904.228,03-Oct-22
62530OBTE,ZE69JG,13-Feb-21,Property,OM,169972.4544,07-Jul-21
62629VSIZ,LG90WL,01-Jul-22,Energy,OM,138431.125,23-Sep-22
62651CXSM,OQ76CG,01-Apr-22,Infra,BON,90866.9034,06-May-22
62658QWGW,OD71GG,01-Apr-21,Non Marine,ELT,17328.4874,08-Sep-21
62688LYCC,UV89CW,22-May-21,Property,OM,111050.9932,03-Jul-21
62695VQJU,FT69YT,15-May-21,Casualty,BON,70450.8672,18-Sep-21
62716DCQR,TL84WA,03-Aug-22,Non Marine,OM,153821.0548,05-Sep-22
62736NICJ,NP83ER,29-Jan-21,Non Marine,OM,167914.5132,16-Sep-21
62741DIUM,TF66JC,01-Apr-21,Non Marine,ELT,167760.712,19-Jun-21
62760GQYN,NO88CQ,01-Dec-21,Non Marine,OM,150614.0832,09-Jul-22
62830XOCE,NP87QQ,30-Sep-22,Non Marine,OM,76869.877,26-Nov-22
62907OUMO,YC90GN,05-Oct-21,Property,OM,77152.1856,03-Jun-22
62940TNTO,PE88NZ,01-Aug-22,Non Marine,OM,113659.4396,03-Oct-22
62940VPXU,DA87SD,01-Jul-21,Retail,OM,179825.002,27-Aug-21
62974SPCY,YM79YD,01-Jul-21,Non Marine,OM,167768.0228,19-Jan-22
62980FLTP,FR85CG,03-Mar-22,Casualty,OM,65743.839,23-Apr-22
62983KUJN,XE86BH,01-May-21,Property,OM,47773.6182,02-Nov-21
62985DGAN,ID90ML,03-Aug-22,Non Marine,OM,162664.32,18-Sep-22
63019UYCM,XG68VI,01-Dec-21,Aviation,OM,11412.4332,07-Jan-22
63023ZOXU,YL70TR,10-Jan-21,Non Marine,OM,69113.6082,08-Jun-21
63031OTBF,KY82OS,01-Jun-21,Property,OM,33190.199,14-Oct-21
63051TPHA,OV81VM,22-Nov-22,Infra,OM,166915.1484,30-Nov-22
63054EANY,QY70YG,01-Sep-21,Non Marine,OM,27344.3716,26-Nov-21
63085CZHF,NN84BV,01-Jun-21,Retail,OM,62529.3312,16-Nov-21
63115OZEU,UX75GG,22-Aug-21,Non Marine,OM,55327.4484,29-Nov-21
63190LSYM,UV66WD,15-Jul-21,Aviation,OM,125508.3648,16-Aug-21
63247IBGI,KK65HM,01-Apr-21,Non Marine,ELT,54922.3948,29-Aug-21
63279DVNF,HI77AB,01-Jan-21,Infra,OM,100109.2148,22-Aug-21
63287MSIL,UV66WD,01-Jul-21,Aviation,OM,145520.5038,15-Sep-21
63318RNUE,YF81DT,01-Jan-22,Accident,OM,132748.6048,21-Feb-22
63329QJYB,BR81PP,14-Jul-21,Property,OM,169433.082,25-Aug-21
63345EPRO,HH67AR,17-May-22,Infra,OM,186686.8542,27-Jun-22
63351VQMH,TR87YS,01-Jul-22,Infra,OM,90743.639,26-Sep-22
63416AFDF,UF87UT,16-Nov-22,Property,OM,168242.6172,12-Dec-22
63441FVIG,TI87NG,01-Jun-22,Infra,OM,178367.4088,15-Aug-22
63445AMUR,SA75HH,01-Apr-22,Infra,OM,33108.222,18-Jun-22
63483BVJL,IJ75DZ,01-Jul-21,Non Marine,OM,96030.396,01-Nov-21
63489LFEQ,TU89ED,27-Jul-21,Property,OM,64271.9672,16-Jan-22
63542EMSD,OV81VM,01-Jul-21,Infra,OM,59502.072,22-Dec-21
63555VGAM,BE79OQ,01-Jan-21,Aero,BON,153845.3098,07-Mar-21
63579MGUI,CB88HJ,16-Jul-22,Non Marine,OM,93638.1376,03-Oct-22
63581VLUO,KL84PS,01-Jan-21,Non Marine,OM,109642.7136,16-Jun-21
63597YTSL,DL87BQ,01-May-22,Retail,OM,93482.298,08-Jun-22
63614RCHB,IO70GF,01-Jul-22,Non Marine,OM,132943.8992,27-Aug-22
63643KFQZ,YE82AE,01-Jan-22,Non Marine,OM,99251.5776,13-Feb-22
63655YRUM,GM68HI,01-Jan-22,Const,OM,40665.1392,07-Feb-22
63665KXQS,WO83JP,01-Jul-22,Non Marine,OM,29518.5408,25-Aug-22
63692THSC,UX75GG,18-Jun-22,Non Marine,OM,32745.6906,20-Jul-22
63700SQPU,CB88HJ,01-Oct-21,Non Marine,OM,42705.4698,08-Apr-22
63721EFPX,VT82FA,01-Jan-21,Casualty,OM,158494.2632,21-Apr-21
63734QRAH,PC74FZ,01-Apr-22,Retail,OM,100636.4744,21-May-22
63748IHPN,OQ76CG,01-Jan-22,Infra,ELT,112289.9484,09-Feb-22
63756IMPP,IW83WA,01-Jun-22,Non Marine,ELT,179616.8206,19-Jul-22
63778AYML,FX65XK,17-Dec-21,Property,OM,139165.488,08-Apr-22
63806LBMC,TZ83BF,31-Jan-22,Non Marine,OM,35743.2068,26-Apr-22
63876DUXZ,PJ77NK,01-Apr-21,Property,OM,51776.1244,12-Nov-21
63895WPWY,UX77FJ,01-Jan-22,Property,OM,65154.124,04-Feb-22
63901CMXV,KI88NZ,01-Apr-22,Property,OM,110677.7308,15-May-22
63984BPXO,GS80EC,01-Jul-22,Property,OM,125887.0074,26-Aug-22
64004AMDV,TI72YH,29-Apr-22,Retail,OM,23011.1742,23-Jun-22
64040LIEL,SR82NY,01-Apr-21,Property,OM,39806.3064,28-Oct-21
64055EAQM,PJ77NK,30-Sep-22,Property,OM,166975.781,12-Nov-22
64091BLMA,II72NE,24-Jun-22,Retail,OM,34173.3448,24-Aug-22
64092JLWH,CT89QS,01-Jun-22,Non Marine,OM,75609.9792,28-Aug-22
64105MSKL,AD77SJ,15-Dec-21,Aviation,OM,57081.374,15-Jan-22
64133QUYN,DL87BQ,31-Dec-21,Retail,OM,118506.6372,06-Mar-22
64162CYES,MR75AU,15-Sep-21,Non Marine,OM,96344.7408,17-Mar-22
64194IRBG,VG74JI,31-Dec-21,Infra,OM,25207.6188,14-Feb-22
64206RSUP,HN74NS,27-Apr-22,Non Marine,OM,16989.6818,31-May-22
64217TFHX,OV81VM,02-Nov-21,Infra,OM,159661.845,22-May-22
64262TSFB,NC90OI,01-Nov-22,Non Marine,OM,129741.9354,19-Nov-22
64269KVJJ,OE81AG,01-Mar-22,Casualty,OM,179334.4924,16-May-22
64280FGWS,DH89CA,01-Dec-21,Infra,OM,159274.4412,28-Jan-22
64281XSNQ,NA90YR,25-Jan-22,Non Marine,OM,128531.998,10-Apr-22
64302TDUN,LG90WL,01-Jul-21,Retail,OM,40707.1028,07-Dec-21
64310QWDH,XT84ZF,30-May-22,Non Marine,OM,28064.0542,08-Jul-22
64318JGUS,MK72WN,01-Nov-22,Casualty,OM,10180.338,11-Nov-22
64405LAPQ,UF87UT,01-Jul-21,Property,OM,99044.6016,09-Jan-22
64433NIQX,QQ80IF,01-Apr-22,Casualty,ELT,32048.548,15-Jun-22
64435BZES,XS82FJ,30-Sep-21,Retail,OM,107781.4584,29-Mar-22
64436PBFY,FV67BK,30-Jun-21,Retail,OM,48523.8474,06-Nov-21
64442BLDB,GB83DO,01-Jun-22,Aviation,OM,146853.5978,13-Aug-22
64464UYDV,MK73XE,15-Feb-22,Const,OM,97611.2732,31-Mar-22
64475JMCM,SK79XX,03-Mar-21,Const,OM,185503.612,23-Jun-21
64508FQUE,FL88ZR,01-Jan-22,Property,OM,121648.38,23-Feb-22
64509NPJG,JE73SU,26-Feb-21,Casualty,OM,179797.0524,03-May-21
64515LQTD,JO66DM,01-Jan-22,Non Marine,OM,165958.786,31-Mar-22
64537IEYT,FN90QZ,31-Mar-22,Non Marine,OM,36048.6728,11-Jun-22
64551QQLS,OM78IX,30-Apr-21,Property,OM,175347.676,24-Aug-21
64570KSEL,FG75PT,01-Nov-21,Property,OM,33245.5984,11-Mar-22
64582BPHS,KA73TK,20-Feb-22,Property,OM,142982.2548,17-Apr-22
64623QDMQ,YC78SG,27-Apr-22,Casualty,OM,126834.8928,21-Jun-22
64667RUBE,EW88IA,31-Mar-21,Const,OM,79442.6808,18-Nov-21
64691ZWYK,JN79TF,11-Dec-21,Retail,OM,182194.8282,30-May-22
64698HBYC,FD79ZQ,01-Jan-21,Non Marine,OM,17964.576,03-May-21
64707EFCR,CB83SD,01-Apr-22,Non Marine,OM,45239.3088,25-May-22
64727ROJM,YL70TR,26-Mar-22,Non Marine,OM,144964.3734,03-Jun-22
64762CYPX,QW84MO,01-Jan-22,Infra,ELT,165185.7424,31-Mar-22
64778OOMH,MH65TN,15-Apr-21,Non Marine,OM,111374.2266,16-Oct-21
64787GVMB,XY67XZ,01-Oct-22,Non Marine,OM,184341.8808,22-Oct-22
64796ZTER,CH84ZZ,01-Jun-21,Non Marine,OM,103665.968,16-Aug-21
64797RZQE,CH73MX,31-Dec-21,Aviation,OM,68504.989,13-Apr-22
64802AMEW,YO70VK,01-Apr-21,Non Marine,OM,173930.3608,24-Nov-21
64811SZME,ZP90RU,10-Apr-21,Non Marine,OM,138215.966,07-Sep-21
64843ZQMF,AX78QY,01-Jun-21,Non Marine,ELT,138755.0934,26-Aug-21
64883RCXW,PE88NZ,01-Apr-21,Non Marine,OM,158816.889,21-Oct-21
64900UHNO,TK70BZ,01-Jul-22,Property,OM,137023.2864,25-Sep-22
64915EWAX,ER78YW,30-Sep-21,Const,OM,98922.915,12-Feb-22
64977TAGH,DU68OL,31-Mar-22,Property,OM,149074.0426,02-May-22
64993XRES,VK76NZ,01-Apr-21,Retail,OM,76469.9292,01-Nov-21
65040WTAA,OG83FK,01-Oct-22,Aviation,OM,21345.38,14-Oct-22
65053NLDB,MV70FE,01-Jul-21,Non Marine,OM,149133.656,16-Nov-21
65122BTVT,XT84ZF,02-Nov-21,Non Marine,OM,62817.5394,07-May-22
65142PHDQ,CK90TV,15-Oct-22,Property,OM,115123.491,20-Oct-22
65146NDED,HI81EO,01-May-22,Non Marine,BON,94272.864,21-Jun-22
65152VWGS,MK72WN,01-Jul-22,Casualty,OM,173775.2856,10-Aug-22
65179BPBA,EB65JD,30-Sep-22,Non Marine,OM,140831.439,31-Oct-22
65183MBVQ,DN66VF,28-Feb-22,Const,OM,71788.479,25-May-22
65218JALF,IZ72HV,30-Jun-22,Casualty,OM,153140.19,13-Aug-22
65228KXUD,GS80EC,01-Jan-21,Property,OM,170974.916,02-May-21
65254XZTW,ZS87IR,25-May-21,Aviation,OM,145192.3998,31-Dec-21
65278KWTK,XT84ZF,24-Jun-21,Non Marine,OM,90101.3568,08-Aug-21
65311AFHZ,CB88HJ,09-Jun-21,Non Marine,OM,19838.679,19-Dec-21
65356HJBC,MN85HV,11-Aug-22,Non Marine,OM,119821.4052,02-Oct-22
65371YOCW,TO73NI,01-Nov-22,Casualty,OM,124645.5238,21-Nov-22
65401SANF,BR89CJ,01-Jan-22,Non Marine,ELT,174755.4816,06-Mar-22
65405JSLN,KU85HE,01-Jan-21,Property,OM,21659.421,30-Mar-21
65413HWUD,QL84CK,01-Jan-22,Non Marine,OM,178185.9618,27-Mar-22
65440GATS,GA83ZM,11-Jan-21,Infra,OM,41644.8648,19-May-21
65452GHFR,BR83VF,01-Apr-22,Const,OM,70464.4304,17-Jun-22
65455XNSS,ZE69JG,23-May-22,Property,OM,111887.3448,03-Aug-22
65533FLXV,VW75QG,23-Oct-21,Non Marine,OM,115256.036,23-Dec-21
65537HDDU,IU75CF,01-Mar-22,Casualty,OM,46733.2992,26-May-22
65568PAWY,GG78VC,01-Sep-21,Property,OM,175718.7432,09-Feb-22
65599HOIA,OV81VM,03-Aug-21,Infra,OM,64762.2024,22-Feb-22
65606ABVD,MP73VH,01-Jul-21,Const,OM,45673.0176,08-Nov-21
65614WHHI,TJ74OD,27-Oct-22,Infra,OM,159067.6906,18-Nov-22
65619GJIY,ZP90RU,01-Jul-21,Non Marine,OM,48739.5454,23-Aug-21
65619ZKBO,AO68LY,01-Mar-22,Non Marine,OM,107577.5008,01-Apr-22
65620EKJL,LY90UM,01-Jul-22,Non Marine,OM,30872.352,25-Sep-22
65649VVTP,IG72WK,24-Mar-21,Casualty,OM,142808.393,22-Sep-21
65676OXAK,YM79YD,30-Aug-21,Non Marine,OM,105862.2656,12-Feb-22
65694XMDP,BE89ZV,26-Oct-21,Aviation,OM,169638.441,25-Mar-22
65698ZODK,AF77ZT,01-Feb-21,Const,OM,65218.2258,17-Aug-21
65712FVOQ,TT74JE,01-Jul-21,Non Marine,BON,65034.074,27-Nov-21
65726QJFN,HJ90ZM,01-Feb-21,Non Marine,OM,9534.1554,26-Jun-21
65732SUUN,KY86FY,13-Aug-21,Aviation,OM,137638.3246,03-Nov-21
65787HRHN,XC68PQ,01-Mar-22,Accident,ELT,121536.6796,14-Apr-22
65800ZUST,UB69OU,15-Dec-21,Non Marine,OM,46548.9024,02-Aug-22
65863EXZI,IU81VT,01-Apr-21,Non Marine,OM,139322.6604,08-Oct-21
65878WHFT,NA66HE,01-Mar-21,Agri,OM,91318.556,20-Aug-21
65891ULXB,UB89PE,01-Apr-22,Aero,OM,69729.842,16-May-22
65905QRTO,EY79BU,30-Nov-21,Const,OM,165064.3008,11-Jan-22
65905TBSH,NA90YR,01-Jan-22,Non Marine,OM,18496.177,05-Feb-22
65909UVTL,DU68OL,01-Feb-21,Property,OM,50849.7402,10-Mar-21
65918KLAZ,XO82YS,01-Jan-21,Aero,ELT,122951.3684,15-Feb-21
65930MIDB,IR69KP,09-Jun-22,Const,OM,175632.2484,01-Aug-22
65943VSBK,UF87UT,17-Apr-22,Property,OM,95149.4544,02-Jun-22
65966NNCD,MJ78KO,01-Sep-22,Non Marine,BON,157640.448,04-Nov-22
65987ZUHE,XQ65CT,09-Jul-21,Non Marine,ELT,128072.2212,14-Jan-22
66017RHNZ,AF77ZT,01-Jan-22,Const,OM,174758.0198,06-Mar-22
66018WPOF,NA90YR,01-Jan-22,Non Marine,OM,10364.4996,01-Mar-22
66019YAVG,QO80CV,07-Nov-21,Infra,OM,44081.2232,03-Feb-22
66066KUAZ,YG69TI,14-Jul-22,Property,OM,129381.4032,23-Aug-22
66076VUOF,NV79IT,01-Jun-21,Non Marine,OM,90762.1512,19-Jul-21
66083DRHP,NG73DI,28-Jun-22,Aviation,OM,11129.664,22-Sep-22
66097WGFP,KL84PS,16-May-21,Non Marine,OM,158450.0848,07-Nov-21
66142RLCC,OE87ND,23-Mar-21,Non Marine,OM,61690.3336,13-Jun-21
66150EUPL,SD72ZX,20-Feb-22,Infra,OM,31432.3828,25-Mar-22
66241XRMJ,IR69KP,30-Sep-22,Const,OM,117475.148,23-Oct-22
66244WAJX,ZJ76GD,03-Mar-21,Casualty,OM,61668.2444,17-Oct-21
66252GCWB,QL84CK,01-May-21,Non Marine,OM,37380.8358,08-Nov-21
66255KZDQ,AS85RZ,01-Mar-21,Non Marine,OM,14216.37,17-Aug-21
66280OSAS,OR76NM,01-Jan-22,Non Marine,OM,120530.8272,14-Mar-22
66295LAFL,DH89CA,01-Aug-22,Property,OM,133246.582,06-Sep-22
66311DQJJ,KL80RP,21-Dec-21,Aviation,OM,22210.916,29-Apr-22
66361MMFL,MD68ZN,02-Jan-22,Infra,OM,146795.5524,26-Mar-22
66376EFVH,TZ83BF,01-Jan-22,Non Marine,BO,105019.2696,03-Mar-22
66377HHZQ,SS68JG,07-Apr-21,Non Marine,OM,9183.7564,19-Oct-21
66381RWJD,FX65XK,13-Apr-22,Property,OM,187439.7294,24-May-22
66444QJHF,OQ76CG,01-Apr-22,Infra,BON,109363.296,17-Jun-22
66479XFMZ,PS71FE,31-Oct-22,Infra,OM,134334.9896,12-Nov-22
66498CPMN,SZ86PZ,20-Sep-21,Non Marine,OM,94714.648,19-Apr-22
66503SPRE,SW66SU,01-Jan-22,Const,OM,50621.1552,13-Mar-22
66508EPZV,FT79QV,01-Apr-22,Non Marine,OM,47221.9076,14-May-22
66512KSPF,DU71LX,01-Sep-22,Aviation,OM,136534.874,25-Oct-22
66527VCLY,QL84CK,01-Apr-22,Non Marine,OM,54790.82,14-May-22
66531MEZQ,KE75NA,01-Apr-22,Const,OM,12243.924,27-Jun-22
66541GYDY,OV81VM,10-Mar-21,Infra,OM,117435.9186,07-Jul-21
